 1 127
 event,miss,iscat,jscat= 1 0 42 41
     3    0.019   -0.242      2.688  0.500    -0.19    -0.06     0.29     0.30
 event,miss,iscat,jscat= 1 0 45 32
    -2    0.334    0.458      2.006  0.200    -0.02     0.23     0.28     0.29
     1   -0.387   -0.250      1.456  0.300     0.00     0.23     0.27     0.28
    -2    0.152   -0.384      1.207  0.200    -0.02     0.24     0.30     0.31
     1   -0.205    0.591      2.255  0.300     0.00     0.22     0.30     0.31
 event,miss,iscat,jscat= 1 0 126 117
    -1   -0.114    0.041     -0.767  0.300    -0.45    -0.21    -0.25     0.26
    -2   -0.008   -0.373     -1.433  0.200    -0.44    -0.19    -0.27     0.28
    -1   -0.098   -0.414     -1.296  0.300    -0.45    -0.21    -0.31     0.31
    -2   -0.023    0.082     -0.904  0.200    -0.44    -0.20    -0.31     0.31
 event,miss,iscat,jscat= 1 0 36 31
     2    0.024    0.086      0.647  0.200    -0.01     0.25     0.29     0.29
    -2   -0.261   -0.253      2.672  0.200     0.03     0.25     0.25     0.25
     2    0.124   -0.054      1.433  0.200    -0.01     0.25     0.32     0.32
    -2   -0.361   -0.113      1.885  0.200     0.02     0.25     0.32     0.32
 event,miss,iscat,jscat= 1 0 117 113
    -2   -0.023    0.082     -0.904  0.200    -0.44    -0.20    -0.31     0.31
    -3   -0.028   -0.486     -3.605  0.500    -0.44    -0.19    -0.25     0.26
    -2   -0.063    0.039     -1.748  0.200    -0.44    -0.19    -0.33     0.33
    -3    0.012   -0.443     -2.761  0.500    -0.44    -0.20    -0.32     0.33
 event,miss,iscat,jscat= 1 0 58 50
    -1   -0.460    0.286     -0.004  0.300    -0.16     0.23    -0.10     0.26
     1   -0.135    0.048      0.005  0.300    -0.16     0.28    -0.04     0.25
    -1   -0.195    0.166      0.118  0.300    -0.21     0.26    -0.10     0.33
     1   -0.399    0.169     -0.117  0.300    -0.19     0.29    -0.04     0.33
 event,miss,iscat,jscat= 1 0 58 51
    -1   -0.195    0.166      0.118  0.300    -0.21     0.26    -0.10     0.33
    -1   -0.174   -0.108     -0.280  0.300    -0.16     0.28    -0.04     0.26
    -1   -0.415    0.157     -0.088  0.300    -0.22     0.27    -0.10     0.34
    -1    0.046   -0.098     -0.074  0.300    -0.19     0.26    -0.09     0.34
 event,miss,iscat,jscat= 1 0 42 36
     1   -0.248   -0.735      2.046  0.300     0.00     0.27     0.28     0.29
     2    0.124   -0.054      1.433  0.200    -0.01     0.25     0.32     0.32
     1   -0.252   -0.806      2.560  0.300     0.00     0.25     0.33     0.34
     2    0.128    0.017      0.919  0.200    -0.01     0.25     0.34     0.34
 event,miss,iscat,jscat= 1 0 45 31
    -2    0.152   -0.384      1.207  0.200    -0.02     0.24     0.30     0.31
    -2   -0.361   -0.113      1.885  0.200     0.02     0.25     0.32     0.32
    -2    0.025   -0.379      0.794  0.200    -0.01     0.22     0.35     0.36
    -2   -0.234   -0.117      2.298  0.200     0.01     0.24     0.36     0.36
 event,miss,iscat,jscat= 1 0 102 100
     1    0.346   -0.197    -18.284  0.300    -0.70     0.45    -0.25     0.25
     2    0.284   -0.092    -30.913  0.200    -0.70     0.44    -0.25     0.25
     1    0.238   -0.275    -19.976  0.300    -0.70     0.45    -0.37     0.37
     2    0.392   -0.013    -29.221  0.200    -0.70     0.44    -0.37     0.37
 event,miss,iscat,jscat= 1 0 38 34
     1   -0.077   -0.220      0.479  0.300    -0.04     0.18     0.23     0.25
     2   -0.049   -0.423      0.720  0.200     0.01     0.22     0.24     0.25
     1   -0.164   -0.466      0.741  0.300    -0.05     0.13     0.33     0.38
     2    0.038   -0.177      0.459  0.200     0.00     0.16     0.35     0.38
 event,miss,iscat,jscat= 1 0 42 32
     1   -0.252   -0.806      2.560  0.300     0.00     0.25     0.33     0.34
     1   -0.205    0.591      2.255  0.300     0.00     0.22     0.30     0.31
     1   -0.702   -0.157      1.171  0.300    -0.01     0.24     0.37     0.38
     1    0.245   -0.058      3.644  0.300    -0.01     0.24     0.37     0.38
 event,miss,iscat,jscat= 1 0 59 20
     3    0.421   -0.487     -0.034  0.500     0.10     0.18     0.02     0.25
    -2   -0.236    0.643      0.120  0.200     0.13    -0.08     0.02     0.25
     3    0.693   -0.162     -0.112  0.500     0.17     0.09     0.02     0.39
    -2   -0.508    0.318      0.199  0.200     0.08     0.04     0.04     0.39
 event,miss,iscat,jscat= 1 0 49 28
    -3   -0.039    0.185      0.247  0.500     0.02     0.17     0.19     0.25
     2    0.149   -0.238      0.487  0.200     0.06     0.31     0.14     0.25
    -3    0.170    0.218      0.347  0.500     0.01     0.21     0.25     0.39
     2   -0.061   -0.271      0.387  0.200     0.09     0.26     0.26     0.39
 event,miss,iscat,jscat= 1 0 125 113
     2    0.018   -0.021     -1.110  0.200    -0.44    -0.21    -0.27     0.28
    -3    0.012   -0.443     -2.761  0.500    -0.44    -0.20    -0.32     0.33
     2   -0.005   -0.274     -1.598  0.200    -0.44    -0.22    -0.43     0.44
    -3    0.035   -0.191     -2.273  0.500    -0.44    -0.22    -0.42     0.44
 event,miss,iscat,jscat= 1 0 43 42
    -1   -0.473   -0.125      1.326  0.300     0.01     0.26     0.28     0.29
     1   -0.702   -0.157      1.171  0.300    -0.01     0.24     0.37     0.38
    -1   -0.794   -0.218      1.420  0.300    -0.03     0.24     0.41     0.44
     1   -0.381   -0.064      1.077  0.300    -0.03     0.23     0.41     0.44
 event,miss,iscat,jscat= 1 0 65 20
    -2    0.018   -0.140      0.219  0.200     0.03     0.13    -0.13     0.25
    -2   -0.508    0.318      0.199  0.200     0.08     0.04     0.04     0.39
    -2   -0.151   -0.018     -0.134  0.200     0.04     0.05     0.00     0.45
    -2   -0.339    0.197      0.552  0.200     0.04     0.07     0.06     0.45
 event,miss,iscat,jscat= 1 0 36 32
     2    0.128    0.017      0.919  0.200    -0.01     0.25     0.34     0.34
     1    0.245   -0.058      3.644  0.300    -0.01     0.24     0.37     0.38
     2    0.069   -0.022      0.827  0.200     0.03     0.26     0.61     0.62
     1    0.304   -0.019      3.736  0.300     0.01     0.24     0.61     0.62
 event,miss,iscat,jscat= 1 0 45 34
    -2    0.025   -0.379      0.794  0.200    -0.01     0.22     0.35     0.36
     2    0.038   -0.177      0.459  0.200     0.00     0.16     0.35     0.38
    -2    0.013   -0.185      0.547  0.200     0.00     0.10     0.60     0.65
     2    0.050   -0.371      0.706  0.200     0.02     0.07     0.58     0.65
 event,miss,iscat,jscat= 1 0 90 57
    -3    0.004    0.053     -0.088  0.500    -0.24    -0.16    -0.15     0.25
     2   -0.121   -0.370     -0.188  0.200    -0.15     0.23    -0.10     0.25
    -3   -0.183   -0.119     -0.396  0.500    -0.24    -0.12    -0.22     0.67
     2    0.066   -0.198      0.120  0.200    -0.26    -0.10    -0.26     0.67
 event,miss,iscat,jscat= 1 0 44 35
     2    0.279   -0.090      1.604  0.200    -0.02     0.26     0.27     0.29
    -1    0.244   -0.166      1.284  0.300     0.01     0.22     0.28     0.29
     2    0.141   -0.013      0.991  0.200     0.06     0.23     0.70     0.73
    -1    0.382   -0.243      1.897  0.300     0.09     0.17     0.70     0.73
 event,miss,iscat,jscat= 1 0 65 51
    -2   -0.151   -0.018     -0.134  0.200     0.04     0.05     0.00     0.45
    -1    0.046   -0.098     -0.074  0.300    -0.19     0.26    -0.09     0.34
    -2    0.032    0.046     -0.087  0.200    -0.16     0.03    -0.17     0.82
    -1   -0.138   -0.162     -0.121  0.300    -0.12     0.12    -0.19     0.82
 event,miss,iscat,jscat= 1 0 97 95
     3   -0.270    0.075     -1.597  0.500    -0.69     0.45    -0.24     0.25
     2   -0.092    0.251     -1.488  0.200    -0.75     0.42    -0.21     0.25
     3   -0.227    0.191     -2.592  0.500    -0.78     0.48    -0.79     0.83
     2   -0.135    0.136     -0.493  0.200    -0.79     0.52    -0.78     0.83
 event,miss,iscat,jscat= 1 0 58 50
    -1   -0.415    0.157     -0.088  0.300    -0.22     0.27    -0.10     0.34
     1   -0.399    0.169     -0.117  0.300    -0.19     0.29    -0.04     0.33
    -1   -0.388    0.170     -0.094  0.300    -0.59     0.41    -0.18     0.84
     1   -0.426    0.156     -0.111  0.300    -0.57     0.45    -0.15     0.84
 event,miss,iscat,jscat= 1 0 69 52
     1   -0.320   -0.241     -1.295  0.300    -0.04     0.25    -0.22     0.25
     2   -0.320   -0.311     -1.229  0.200    -0.02     0.23    -0.20     0.25
     1   -0.382   -0.269     -1.509  0.300    -0.19     0.14    -0.81     0.89
     2   -0.258   -0.283     -1.014  0.200    -0.17     0.08    -0.79     0.89
 event,miss,iscat,jscat= 1 0 85 39
     1    0.055    0.054      0.757  0.300    -0.26    -0.03     0.23     0.25
    -2   -0.406   -0.550      1.700  0.200    -0.04     0.18     0.23     0.25
     1   -0.020   -0.555      1.497  0.300    -0.21     0.02     0.82     0.89
    -2   -0.332    0.058      0.960  0.200    -0.18    -0.01     0.82     0.89
 event,miss,iscat,jscat= 1 0 44 36
     2    0.141   -0.013      0.991  0.200     0.06     0.23     0.70     0.73
     2    0.069   -0.022      0.827  0.200     0.03     0.26     0.61     0.62
     2    0.120   -0.029      0.823  0.200     0.08     0.23     0.87     0.91
     2    0.090   -0.007      0.995  0.200     0.05     0.25     0.88     0.91
 event,miss,iscat,jscat= 1 0 115 64
    -2    0.172    0.150     -0.278  0.200    -0.44    -0.19    -0.24     0.25
    -2   -0.161   -0.059     -0.540  0.200     0.03     0.13    -0.13     0.25
    -2    0.175    0.177     -0.509  0.200    -0.16     0.06    -0.69     0.91
    -2   -0.163   -0.086     -0.309  0.200    -0.15     0.07    -0.73     0.91
 event,miss,iscat,jscat= 1 0 95 93
     2   -0.135    0.136     -0.493  0.200    -0.79     0.52    -0.78     0.83
     1   -0.086    0.109     -0.731  0.300    -0.73     0.50    -0.24     0.25
     2   -0.140    0.126     -0.491  0.200    -0.85     0.58    -1.01     1.09
     1   -0.080    0.119     -0.734  0.300    -0.82     0.62    -1.01     1.09
 event,miss,iscat,jscat= 1 0 84 33
    -2    0.394    0.230      2.757  0.200    -0.18    -0.07     0.25     0.25
    -3   -0.117   -0.687      3.295  0.500     0.00     0.22     0.24     0.25
    -2    0.083    0.068      0.188  0.200    -0.04     0.01     1.22     1.24
    -3    0.194   -0.524      5.863  0.500    -0.03     0.02     1.20     1.24
 event,miss,iscat,jscat= 1 0 111 64
    -1    0.087    0.085     -0.567  0.300    -0.46    -0.24    -0.13     0.25
    -2   -0.163   -0.086     -0.309  0.200    -0.15     0.07    -0.73     0.91
    -1   -0.018   -0.120     -0.687  0.300    -0.31    -0.09    -1.12     1.38
    -2   -0.058    0.119     -0.189  0.200    -0.34    -0.03    -1.08     1.38
 event,miss,iscat,jscat= 1 0 84 6
    -2    0.083    0.068      0.188  0.200    -0.04     0.01     1.22     1.24
    -1   -0.008    0.180      0.626  0.300     0.18    -0.17     0.26     0.26
    -2    0.114    0.156      0.309  0.200     0.10     0.13     1.54     1.75
    -1   -0.040    0.092      0.505  0.300     0.16     0.20     1.55     1.75
 event,miss,iscat,jscat= 1 0 108 56
     1    0.419    0.267     -2.778  0.300    -0.40    -0.16    -0.25     0.25
    -2   -0.030   -0.155     -1.266  0.200     0.02     0.27    -0.24     0.25
     1    0.124    0.306     -2.408  0.300    -0.08     0.05    -2.41     2.46
    -2    0.265   -0.193     -1.636  0.200    -0.03     0.01    -2.40     2.46
 event,miss,iscat,jscat= 1 0 42 39
     1   -0.381   -0.064      1.077  0.300    -0.03     0.23     0.41     0.44
    -2   -0.332    0.058      0.960  0.200    -0.18    -0.01     0.82     0.89
     1   -0.448   -0.069      1.293  0.300    -0.71     0.12     2.33     2.54
    -2   -0.264    0.063      0.744  0.200    -0.71     0.08     2.35     2.54
 event,miss,iscat,jscat= 1 0 32 5
     1    0.304   -0.019      3.736  0.300     0.01     0.24     0.61     0.62
     1   -0.030    0.463      4.468  0.300     0.18    -0.17     0.25     0.25
     1    0.388    0.163      3.339  0.300     0.23     0.22     3.40     3.44
     1   -0.114    0.282      4.865  0.300     0.15     0.16     3.41     3.44
